AgendaItemID,MeetingDate,ProjectTitle,LocationName,Location,Latitude,Longitude,CoordinateType,GeocodeConfidence,GeocodeSource,GeocoderDisplayName,EvidenceStatus,EvidenceReason,EvidenceSnippet,Document_Link
1302,2019-07-10,Design and Permitting Services for Coconut Road Crosswalks and Drainage Improvements CN 2018-05,Coconut Road,"Coconut Road, Estero, FL",26.3980991,-81.8099138,representative_linear_or_area_point,0.7,nominatim,"Coconut Road, Residences at Coconut Point, Shadow Wood, Estero, Lee County, Florida, 34136, United States",supported,exact_or_alias,"Design and Permitting Services for Coconut Road Crosswalks and Drainage Improvements CN 2018-05. Action: 1) Approved the contract with Kisinger Campo & Associates, Corp.to provide professional engineering services to proceed with the design and permitting services work required for the Coconut Road Crosswalks and Drainage Improvements. 2) Authorized the Village Manager to execute the contract on behalf of the Village ofEstero Council",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2019-07-10%20Council%20Meeting%20Approved%20Minutes.pdf
1412,2020-05-27,"Resolution No. 2020-05 A Resolution ofthe Village Council of the Village of Estero, Florida, Approving the Sovereignty Submerged Lands Lease Modification to Reflect Change in Ownership for a Parcel of Sovereignty Submerged Land in Section 33 Towns...",Coconut Road,"Coconut Road, Estero, FL",26.3980991,-81.8099138,representative_linear_or_area_point,0.7,nominatim,"Coconut Road, Residences at Coconut Point, Shadow Wood, Estero, Lee County, Florida, 34136, United States",supported,exact_or_alias,"Resolution No. 2020-05 A Resolution ofthe Village Council of the Village of Estero, Florida, Approving the Sovereignty Submerged Lands Lease Modification to Reflect Change in Ownership for a Parcel of Sovereignty Submerged Land in Section 33 Township 46 S. Action: Adopted Resolution No. 2020-05 and authorized the Village Mayor to execute the agreement on behalf of the Village of Estero Council. (e) FPL Right-of-Way Consent Agreement - Coconut Road",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2020-05-27%20Council%20Meeting%20Minutes.pdf
1418,2020-05-27,Corkscrew Road/Puente Lane Traffic Signal Developer Agreement (Stock Development),Corkscrew Rd / Puente Lane,"Corkscrew Road at Puente Lane, Estero, FL",26.4312,-81.7847,representative_linear_or_area_point,0.9,curated_seed,,supported,tokens:corkscrew;puente,Corkscrew Road/Puente Lane Traffic Signal Developer Agreement (Stock Development). Action: Approved the Corkscrew Road/Puente Lane Traffic Signal Developer Agreement and authorized the Village of Estero Mayor to execute the agreement,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2020-05-27%20Council%20Meeting%20Minutes.pdf
719,2020-07-22,Approved the Interlocal Agreement between Lee County and the Village of Estero for Corkscr,Corkscrew Rd / Puente Lane,"Corkscrew Road at Puente Lane, Estero, FL",26.4312,-81.7847,representative_linear_or_area_point,0.9,curated_seed,,supported,tokens:corkscrew;puente,Approved the Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero Council including any minor revisions to the agreement requested by Lee County which do not alter the scope or intent of the agreement,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/07222020%20Council%20Meeting%20Minutes.pdf
810,2020-09-09,Corkscrew Road/Puente Lane Traffic Signal Interlocal Agreement - Modified,Corkscrew Rd / Puente Lane,"Corkscrew Road at Puente Lane, Estero, FL",26.4312,-81.7847,representative_linear_or_area_point,0.9,curated_seed,,supported,tokens:corkscrew;puente,Corkscrew Road/Puente Lane Traffic Signal Interlocal Agreement - Modified. Action: Approved the modified Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal with the two corrections to the contract. Authorize the Mayor to execute this agreement on behalf of the Village of Estero Council including any minor revisions to the agreement requested by Lee County which do not alter the scope or intent of the agreement,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09092020%20Council%20Meeting%20Minutes.pdf
68,2021-01-20,Motion to approve Estero Crossing - Corkscrew Road/Puente Lane Traffic Signal Agreement wi,Corkscrew Rd / Puente Lane,"Corkscrew Road at Puente Lane, Estero, FL",26.4312,-81.7847,representative_linear_or_area_point,0.9,curated_seed,,supported,tokens:corkscrew;puente,Motion to approve Estero Crossing - Corkscrew Road/Puente Lane Traffic Signal Agreement with the revision to remove the last sentence of paragraph 5 to be consistent with Ordinance 2020-11,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01202021%20minutes.pdf
767,2015-09-03,"approved by the ECCL members present at the August 28, 2015 meeting related to including a",Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village C...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/090315%20Regular%20Meeting%20Approved%20Minutes.pdf
1215,2015-12-16,"passed the ordinance and the Bill passed as written, the ordinance would be preempted; how",Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"passed the ordinance and the Bill passed as written, the ordinance would be preempted; however, if the wording in the Bill was rewritten, the portion that would preempt the Village from controlling the zoning would be reinstated. He continued that he was not in favor of fracking; however, he wanted to be practical and put in laws that meant something. He stated that his responsibility was to represent the people; although he did not believe that the ordinance would accomplish anything, he wou...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/121615%20Regular%20Meeting%20Approved%20Minutes.pdf
255,2016-03-23,Letter to Lee County Requesting Support for Capital Projects within Estero,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"Letter to Lee County Requesting Support for Capital Projects within Estero. Action: Authorized the Village Manager to submit a letter to Lee County requesting support for traffic control for Bella Terra and Corkscrew Road, the sidewalk project on Estero Parkway, and resurfacing Estero Parkway",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/032316%20Council%20Meeting%20Approved%20Minutes.pdf
766,2016-08-31,University Landscaping Operation and Maintenance Special Improvement Unit (University Landscaping MSBU) Councilmember Ribble addressed Estero Parkway paving and spoke to the positive response during meetings with Lee County representatives. The me...,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,University Landscaping Operation and Maintenance Special Improvement Unit (University Landscaping MSBU) Councilmember Ribble addressed Estero Parkway paving and spoke to the positive response during meetings with Lee County representatives. The meeting we. Action: Approved the Interlocal Agreement with Lee County for the continuation of the University Landscaping Operation and Maintenance Special Improvement Unit to provide an enhanced level oflandscaping along certain portions of Corkscrew R...,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/083116%20Council%20Meeting%20Approved%20Minutes.pdf
1240,2019-02-06,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project. (c) Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf
1243,2019-02-06,Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended. Action: Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project Public Works Director Willems provided information and explanation. Questions or Comments: Councilmembers asked how long the p...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf
1320,2019-09-04,Continued first reading of Ordinance No. 2019-27 and referred it to the Design Review Boar,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,Continued first reading of Ordinance No. 2019-27 and referred it to the Design Review Board to review the concems/issues that Councilmembers raised related to: the lack of details in the Pattern Book; landscaping buffer (berm) details on the north side of the property; additional detail on landscaping along Corkscrew Road and Three Oaks Parkway; the failing condition of the roadway in front of the property; utilities shielding; information related to the opening date of the business and how i...,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2019-09-04%20Council%20Meeting%20Approved%20Minutes.pdf
1416,2020-05-27,Corkscrew Road Interlocal Agreement,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,Corkscrew Road Interlocal Agreement. Action: 1) Approved the Interlocal Agreement between Lee County and The Village of Estero (Corkscrew Road Improvements). 2) Authorized the Mayor to execute the agreement on behalf of the Village of Estero Council,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2020-05-27%20Council%20Meeting%20Minutes.pdf
1417,2020-05-27,"Corkscrew Road Design and Permitting and Resolution No. 2020-07 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Budget Amendment for Corkscrew Road Widening Design and Permitting for Fiscal Year 2019-2020; and...",Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"Corkscrew Road Design and Permitting and Resolution No. 2020-07 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Budget Amendment for Corkscrew Road Widening Design and Permitting for Fiscal Year 2019-2020; and Providin. Action: 1) Approved the piggybacking ofLee County Bid and the resulting Contract with Johnson Engineering, Inc. to perform a suite of design and permitting services for the Corkscrew Road Widening. 2) Adopted Resolution No. 2020­ 07 providi...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2020-05-27%20Council%20Meeting%20Minutes.pdf
1418,2020-05-27,Corkscrew Road/Puente Lane Traffic Signal Developer Agreement (Stock Development),Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,Corkscrew Road/Puente Lane Traffic Signal Developer Agreement (Stock Development). Action: Approved the Corkscrew Road/Puente Lane Traffic Signal Developer Agreement and authorized the Village of Estero Mayor to execute the agreement,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2020-05-27%20Council%20Meeting%20Minutes.pdf
719,2020-07-22,Approved the Interlocal Agreement between Lee County and the Village of Estero for Corkscr,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,Approved the Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero Council including any minor revisions to the agreement requested by Lee County which do not alter the scope or intent of the agreement,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/07222020%20Council%20Meeting%20Minutes.pdf
810,2020-09-09,Corkscrew Road/Puente Lane Traffic Signal Interlocal Agreement - Modified,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,Corkscrew Road/Puente Lane Traffic Signal Interlocal Agreement - Modified. Action: Approved the modified Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal with the two corrections to the contract. Authorize the Mayor to execute this agreement on behalf of the Village of Estero Council including any minor revisions to the agreement requested by Lee County which do not alter the scope or intent of the agreement,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09092020%20Council%20Meeting%20Minutes.pdf
68,2021-01-20,Motion to approve Estero Crossing - Corkscrew Road/Puente Lane Traffic Signal Agreement wi,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,Motion to approve Estero Crossing - Corkscrew Road/Puente Lane Traffic Signal Agreement with the revision to remove the last sentence of paragraph 5 to be consistent with Ordinance 2020-11,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01202021%20minutes.pdf
182,2021-03-03,Ben Hill Griffin Landscape Design,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"Ben Hill Griffin Landscape Design. Action: Approved Ben Hill Griffin Parkway Preliminary Landscape Design contracts with Bruce Howard and Associates under EC2020-42 and RWA Engineering under EC2020-67 to perform a suite of design services for the proposed landscape improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, approve a 10% contingency for additional services that may be required to complete the project, and Authorize the Village Manager to sign the Supple...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/0232021%20minutes.pdf
227,2022-03-16,Village-initiated rezoning and Comprehensive Plan Amendment,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"Village-initiated rezoning and Comprehensive Plan Amendment. Action: Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/03162022%20minutes.pdf
356,2022-04-20,Ben Hill Griffin Parkway Improvements Design and Permitting Contracts,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,Ben Hill Griffin Parkway Improvements Design and Permitting Contracts. Action: Approved Ben Hill Griffin Parkway Improvements contracts with Bruce Howard and Associates under EC2020-42 STA - 07 and CW3 Engineering under EC2020-48 STA - 09 to perform landscape architecture and engineering services for the proposed improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/04202022%20minutes.pdf
448,2022-05-18,Corkscrew Road Pathway Construction Contract - Cougar Contracting,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"Corkscrew Road Pathway Construction Contract - Cougar Contracting. Action: Approved Misc. Contractor Services contract EC 2019-06 STA 07 with Cougar Contractor Services for $313,468 for the construction of a pathway on the south side of Corkscrew Road from Stoneybrook Golf Blvd. to the Stoneybrook Golf Drive right turn lane, approve a contingency fund amount of $31,300 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Villa...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/05182022%20minutes.pdf
449,2022-05-18,Corkscrew Road Stoneybrook Path Construction Engineering and Inspection (CEI) Contract - AIM Engineering & Surveying,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"Corkscrew Road Stoneybrook Path Construction Engineering and Inspection (CEI) Contract - AIM Engineering & Surveying. Action: Approved Misc. Professional Services contract EC 2020-07 STA 02 with AIM Engineering and Surveying for $42,211.13 for CEI service on the Corkscrew Road Stoneybrook path construction, approve a contingency fund amount of $4,200 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execu...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/05182022%20minutes.pdf
1057,2022-11-02,Approved Ordinance No. 2022-16 with two changes; o ne to condition 8 regarding significant,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,Approved Ordinance No. 2022-16 with two changes; o ne to condition 8 regarding significant construction and the second to condition 7 to enhance the landscape along the linear park on Corkscrew Road with a bench on Via Coconut,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/11022022%20minutes.pdf
584,2023-06-21,8801 Corkscrew Road Structure Demolition - RFB 2023-04,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"8801 Corkscrew Road Structure Demolition - RFB 2023-04. Action: Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on beh...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/06212023%20%20minutes.pdf
586,2023-06-21,8801 Corkscrew Road Debris Removal - EC 2023-21 Amendment 1,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"8801 Corkscrew Road Debris Removal - EC 2023-21 Amendment 1. Action: Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/06212023%20%20minutes.pdf
1467,2023-06-21,"Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demoliti",Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that...",https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/06212023%20minutes.pdf
790,2023-09-07,EC 2022-38 STA 08 - Corkscrew Road Landscaping Design Contract (I-75 to Ben Hill Griffin),Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"EC 2022-38 STA 08 - Corkscrew Road Landscaping Design Contract (I-75 to Ben Hill Griffin). Action: Approved of Supplemental Task Authorization 08 to Contract EC 2022- 38 to Johnson Engineering to provide Corkscrew Road Landscaping Design & Permitting services to The Village of Estero for $214,500, approve a $21,400 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents with...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09072023%20minutes.pdf
989,2023-10-18,8801 Corkscrew Road Structure Demolition - RFB 2023-04,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"8801 Corkscrew Road Structure Demolition - RFB 2023-04. Action: Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on beh...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/10182023%20minutes.pdf
4,2024-01-03,"Approval of code enforcement lien compromise payment from Pro Energy, LLC",Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"Approval of code enforcement lien compromise payment from Pro Energy, LLC. Action: Accepted a payment of $30,000 from ProEnergy, LLC, in compromise of the Village's code enforcement lien on the owner's property at 8800 Corkscrew Road, and to authorize the Village Manager or his designee to file a release of lien once the payment has been made",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01032024%20minutes.pdf
123,2024-02-07,Corkscrew Road Easement Acquisition Services Contract,Corkscrew Road Widening Corridor,"Corkscrew Road, Estero, FL",26.4363,-81.7701,representative_linear_or_area_point,0.9,curated_seed,,supported,exact_or_alias,"Corkscrew Road Easement Acquisition Services Contract. Action: Approved EC 2024-06 STA -01 in the amount of $59,000 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Corkscrew Road Pathway Improvements Project, approve a $5,900 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of th...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/02072024%20minutes.pdf
802,2022-09-08,"RFB 2022-03 Gravity Sewer Testing for Estero Bay Village, Sunny Grove, and Cypress Bend",Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,representative_area_point,0.9,curated_seed,,supported,tokens:cypress;bend;septic,"RFB 2022-03 Gravity Sewer Testing for Estero Bay Village, Sunny Grove, and Cypress Bend. Action: Approve award of Request for Bids No. RFB 2022-03, Gravity Sewer Smoke testing, Cleaning, and CCTV Testing for Estero Bay Village, Sunny Grove, and Cypress Bend to National Water Main Cleaning Company to provide the sewer testing and cleaning services as provided in the contract, at a grand total cost of $85,885, approve a contingency fund amount of $8,500 (an amount equal to 10% of the total proj...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09082022%20minutes.pdf
990,2023-10-18,2024-2025 State Legislative Priorities,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,representative_area_point,0.9,curated_seed,,supported,tokens:cypress;bend;septic,2024-2025 State Legislative Priorities. Action: Approved the Fiscal Year 2024-2025 Village of Estero legislative priorities to include. 1. Highlands Ave. Septic-to-Sewer 2. Sunny Groves UEP 3. Estero Bay Village UEP 4. Cypress Bend UEP 5. Broadway Ave. West Improvements 6. River Oaks Preserve,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/10182023%20minutes.pdf
7,2024-01-03,"Estero Bay Village, Sunny Groves & Cypress Bend Gravity Sewer Smoke & Closed- circuit Television (CCTV) Testing Change Order No. 1",Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,representative_area_point,0.9,curated_seed,,supported,tokens:cypress;bend;septic,"Estero Bay Village, Sunny Groves & Cypress Bend Gravity Sewer Smoke & Closed- circuit Television (CCTV) Testing Change Order No. 1. Action: Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cost) project contingency of $9,400, and authorize the Village Manager to sign Chan...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01032024%20minutes.pdf
608,2025-07-02,Utility Expansion Program Phase 1 Construction Manager at Risk Contract Guaranteed Maximum Price (GMP) Addendum 01 (Cypress Bend),Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,representative_area_point,0.9,curated_seed,,supported,exact_or_alias,"Utility Expansion Program Phase 1 Construction Manager at Risk Contract Guaranteed Maximum Price (GMP) Addendum 01 (Cypress Bend). Action: Approved Contract Number EC 2024-36 GMP Addendum 01 in the amount of $2,120,269 with Wright Construction Group, Inc. for the construction of the Cypress Bend RV Resort wastewater treatment plant (WWTP) site conversion to Lee County Utilities and authorize the Village Manager to sign the contract and other additional implementing documents within the scope...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/07022025.pdf
1220,2025-12-17,Cypress Bend Utility Extension Project Funding,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,representative_area_point,0.9,curated_seed,,supported,exact_or_alias,"Cypress Bend Utility Extension Project Funding. Action: Approved the Village of Estero providing $557,681.00 towards the design, permitting and construction of the Cypress Bend UEP. This equals 25% of the project cost",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/12172025.pdf
802,2022-09-08,"RFB 2022-03 Gravity Sewer Testing for Estero Bay Village, Sunny Grove, and Cypress Bend",Estero Bay Village Septic Area,"Estero Bay Village, Estero, FL",26.4408,-81.8225,representative_area_point,0.75,curated_seed,,supported,exact_or_alias,"RFB 2022-03 Gravity Sewer Testing for Estero Bay Village, Sunny Grove, and Cypress Bend. Action: Approve award of Request for Bids No. RFB 2022-03, Gravity Sewer Smoke testing, Cleaning, and CCTV Testing for Estero Bay Village, Sunny Grove, and Cypress Bend to National Water Main Cleaning Company to provide the sewer testing and cleaning services as provided in the contract, at a grand total cost of $85,885, approve a contingency fund amount of $8,500 (an amount equal to 10% of the total proj...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09082022%20minutes.pdf
7,2024-01-03,"Estero Bay Village, Sunny Groves & Cypress Bend Gravity Sewer Smoke & Closed- circuit Television (CCTV) Testing Change Order No. 1",Estero Bay Village Septic Area,"Estero Bay Village, Estero, FL",26.4408,-81.8225,representative_area_point,0.75,curated_seed,,supported,exact_or_alias,"Estero Bay Village, Sunny Groves & Cypress Bend Gravity Sewer Smoke & Closed- circuit Television (CCTV) Testing Change Order No. 1. Action: Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cost) project contingency of $9,400, and authorize the Village Manager to sign Chan...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01032024%20minutes.pdf
990,2023-10-18,2024-2025 State Legislative Priorities,Estero Bay Village Septic Area,"Estero Bay Village, Estero, FL",26.4408,-81.8225,representative_area_point,0.75,curated_seed,,supported,exact_or_alias,2024-2025 State Legislative Priorities. Action: Approved the Fiscal Year 2024-2025 Village of Estero legislative priorities to include. 1. Highlands Ave. Septic-to-Sewer 2. Sunny Groves UEP 3. Estero Bay Village UEP 4. Cypress Bend UEP 5. Broadway Ave. West Improvements 6. River Oaks Preserve,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/10182023%20minutes.pdf
