item_id,meeting_id,item_number,item_type,application_id,applicant_name,project_title,district,address_raw,summary,outcome,motion_text,vote_result,created_at
99,17,5,Unknown,,,A workshop will be scheduled,,,A workshop will be scheduled,A workshop will be scheduled,,,
100,17,6,Vote,,,Letter to Florida Department of Transportation (FDOT) Requesting Village Traffic Signal Maintenance Responsibilities for US 41 be Transferred to Lee County,,,Letter to Florida Department of Transportation (FDOT) Requesting Village Traffic Signal Maintenance Responsibilities for US 41 be Transferred to Lee County. Action: Approved the letter to Florida Department of Transportation,Approved the letter to Florida Department of Transportation,,Detected,
101,18,1,Administrative,ff,June 8,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Motion to permit Councilmember Wilson to participate remotely in Zoom Presentation. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date","Motion to permit Councilmember Wilson to participate remotely in Zoom Presentation. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date",,Detected,
102,18,2,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
103,18,3,Consent Agenda,,,Financial Report for Month ended December 2022,,,Financial Report for Month ended December 2022. Action: Approved the Consent Agenda,Approved the Consent Agenda,,Detected,
104,18,4,Ordinance,2023-01,,"First Reading of International Design Center Zoning Ordinance No. 2023-01 and Resolution No. 2023-01 (12th Amendment to Development of Regional Impact Development Order) Ordinance No. 2023-01 An Ordinance of the Village Council of the Village of Estero, F",,,"First Reading of International Design Center Zoning Ordinance No. 2023-01 and Resolution No. 2023-01 (12th Amendment to Development of Regional Impact Development Order) Ordinance No. 2023-01 An Ordinance of the Village Council of the Village of Estero, F. Action: Passed first reading of Zoning Ordinance 2023-01 and set second reading for February 15, 2023","Passed first reading of Zoning Ordinance 2023-01 and set second reading for February 15, 2023",,Detected,
105,19,1,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved to permit Village Attorney Burt Saunders to participate remotely in Zoom Presentation",Approved to permit Village Attorney Burt Saunders to participate remotely in Zoom Presentation,,Detected,
106,19,2,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
107,19,3,Consent Agenda,,,"January 19, 2022, Council Meeting Minutes",,,"January 19, 2022, Council Meeting Minutes. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
108,19,4,Resolution,2022-02,,Resolution No. 2022-02 A Resolution Declaring the Village of Estero support of the Establishment and Alignment of US Bicycle Route 15 which will transverse within the Village of Estero; and Providing for an Effective date,,,Resolution No. 2022-02 A Resolution Declaring the Village of Estero support of the Establishment and Alignment of US Bicycle Route 15 which will transverse within the Village of Estero; and Providing for an Effective date. Action: Adopted Resolution No. 2022-02,Adopted Resolution No. 2022-02,,Detected,
109,19,5,Contract Approval,2022-02,,CN 2022-02 Design and Permitting Services for Sandy Lane & Broadway East Bicycle / Pedestrian Improvements,,Broadway Avenue East UEP,"CN 2022-02 Design and Permitting Services for Sandy Lane & Broadway East Bicycle / Pedestrian Improvements. Action: Approved the consultants ranking for Sandy Lane and Broadway East Bicycle/Pedestrian Improvements Project as follows: Number 1 - Atkins North America, Inc.; Number 2 - CW3 Engineering, Inc.; Number 3 - Kimley-Horn and Associates, Inc.; Number 4 - Q. Grady Minor & Associates, P.A., and authorize staff to negotiate a contract with the Number 1 ranked firm, Atkins North America, Inc. to provide professional consulting services for the Sandy Lane and Broadway East Bicycle/Pedestrian Improvements Project","Approved the consultants ranking for Sandy Lane and Broadway East Bicycle/Pedestrian Improvements Project as follows: Number 1 - Atkins North America, Inc.; Number 2 - CW3 Engineering, Inc.; Number 3 - Kimley-Horn and Associates, Inc.; Number 4 - Q. Grady Minor & Associates, P.A., and authorize staff to negotiate a contract with the Number 1 ranked firm, Atkins North America, Inc. to provide professional consulting services for the Sandy Lane and Broadway East Bicycle/Pedestrian Improvements Project",,Detected,
110,19,6,Contract Approval,2022-03,,CN 2022-03 Broadway West UEP Design and Permitting Services,,Broadway Avenue West UEP,"CN 2022-03 Broadway West UEP Design and Permitting Services. Action: Approved the consultants ranking for Broadway Avenue West Utilities Extension Project (UEP) as follows: Number 1 - Johnson Engineering, Inc.; Number 2 - Tetra Tech, Inc.; Number 3 - CW3 Engineering, Inc.; Number 4 - JR Evans Engineering, P.A., and authorize staff to negotiate a contract with the Number 1 ranked firm, Johnson Engineering, Inc. to provide professional consulting services for the Broadway Avenue West Utilities Extension Project (UEP)","Approved the consultants ranking for Broadway Avenue West Utilities Extension Project (UEP) as follows: Number 1 - Johnson Engineering, Inc.; Number 2 - Tetra Tech, Inc.; Number 3 - CW3 Engineering, Inc.; Number 4 - JR Evans Engineering, P.A., and authorize staff to negotiate a contract with the Number 1 ranked firm, Johnson Engineering, Inc. to provide professional consulting services for the Broadway Avenue West Utilities Extension Project (UEP)",,Detected,
111,19,7,Contract Approval,2022-04,,CN 2022-04 Broadway Avenue East Utilities Extension Project (UEP) Design and Permitting Services,,Broadway Avenue East UEP,"CN 2022-04 Broadway Avenue East Utilities Extension Project (UEP) Design and Permitting Services. Action: Approved the consultants ranking for Broadway Avenue East Utilities Extension Project (UEP) as follows: Number 1 - Tetra Tech, Inc.; Number 2 - Johnson Engineering, Inc.; Number 3 - CW3 Engineering, Inc.; Number 4 - JR Evans Engineering, P.A., and authorize staff to negotiate a contract with the Number 1 ranked firm, Tetra Tech, Inc. to provide professional consulting services for the Broadway Avenue East Utilities Extension Project (UEP)","Approved the consultants ranking for Broadway Avenue East Utilities Extension Project (UEP) as follows: Number 1 - Tetra Tech, Inc.; Number 2 - Johnson Engineering, Inc.; Number 3 - CW3 Engineering, Inc.; Number 4 - JR Evans Engineering, P.A., and authorize staff to negotiate a contract with the Number 1 ranked firm, Tetra Tech, Inc. to provide professional consulting services for the Broadway Avenue East Utilities Extension Project (UEP)",,Detected,
112,20,1,Administrative,ff,June 8,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda with the deletion of 6 (b). Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date","Approved agenda with the deletion of 6 (b). Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date",,Detected,
113,20,2,Consent Agenda,,,Financial Report for Month ended November 2024,,,Financial Report for Month ended November 2024. Action: Approved consent agenda,Approved consent agenda,,Detected,
114,20,3,Resolution,2025-01,,"Resolution No. 2025-01 Reappoint two (2) Planning, Zoning, and Design Board members for a one-year term",,,"Resolution No. 2025-01 Reappoint two (2) Planning, Zoning, and Design Board members for a one-year term. Action: Approved Resolution No. 2025-01 to reappoint two (2) Planning, Zoning, and Design Board members for a one-year term","Approved Resolution No. 2025-01 to reappoint two (2) Planning, Zoning, and Design Board members for a one-year term",,Detected,
115,20,4,Ordinance,2024-14,Conditions an Amendment,"Second Reading of Ordinance No. 2024-14 Coconut Trace CPD Amendment - Tract F An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Commercial Planned Development and a Deviation for a Reduced",,,"Second Reading of Ordinance No. 2024-14 Coconut Trace CPD Amendment - Tract F An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Commercial Planned Development and a Deviation for a Reduced. Action: Adopted Ordinance No. 2024-14 with staff revisions",Adopted Ordinance No. 2024-14 with staff revisions,,Detected,
116,21,1,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
117,21,2,Consent Agenda,,,"January 24, 2024 Council Meeting Minutes",,,"January 24, 2024 Council Meeting Minutes. Action: Approved consent agenda",Approved consent agenda,,Detected,
118,21,3,Vote,,,"Approve proposed schedule for Planning Zoning and Design Board appointments, including advertising, interviews, and selection",,,"Approve proposed schedule for Planning Zoning and Design Board appointments, including advertising, interviews, and selection. Action: Approved schedule for",Approved schedule for,,Detected,
119,21,4,Resolution,2024-03,,"Resolution No. 2024-03 Community Development Block Grant Disaster Recovery (CDBG-DR) Planning Grant Applications. A Resolution of the Village Council of the Village of Estero, Florida, Approving of the Submission of Application for a Community Development",,,"Resolution No. 2024-03 Community Development Block Grant Disaster Recovery (CDBG-DR) Planning Grant Applications. A Resolution of the Village Council of the Village of Estero, Florida, Approving of the Submission of Application for a Community Development. Action: Adopted Resolution No. 2024-03",Adopted Resolution No. 2024-03,,Detected,
120,21,5,Contract Approval,2024-06,,Sandy Lane Easement Acquisition Services Contract,,Sandy Lane,"Sandy Lane Easement Acquisition Services Contract. Action: Approved EC 2024-06 STA -02 in the amount of $47,200 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Sandy Lane Bike/Ped Improvements Project, approve a $4,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-06 STA -02 in the amount of $47,200 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Sandy Lane Bike/Ped Improvements Project, approve a $4,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,Detected,
121,21,6,Contract Approval,2024-06,,River Ranch Road Easement Acquisition Services Contract,,River Ranch Road,"River Ranch Road Easement Acquisition Services Contract. Action: Approved EC 2024-06 STA-03 in the amount of $200,600 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the River Ranch Road Improvements Project, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-06 STA-03 in the amount of $200,600 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the River Ranch Road Improvements Project, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,Detected,
122,21,7,Contract Approval,2019-66,Williams Road to south of Estero Parkway,US 41 Median Landscaping (Williams Rd to South of Estero Parkway) Contract,,Williams Road,"US 41 Median Landscaping (Williams Rd to South of Estero Parkway) Contract. Action: Approved EC 2019-66 STA-42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2019-66 STA-42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,Detected,
123,21,8,Contract Approval,2024-06,,Corkscrew Road Easement Acquisition Services Contract,,Corkscrew Road Widening Corridor,"Corkscrew Road Easement Acquisition Services Contract. Action: Approved EC 2024-06 STA -01 in the amount of $59,000 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Corkscrew Road Pathway Improvements Project, approve a $5,900 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-06 STA -01 in the amount of $59,000 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Corkscrew Road Pathway Improvements Project, approve a $5,900 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,Detected,
124,21,9,Resolution,2024-01,,"Resolution No. 2024-01 Waiver of Competition A Resolution of the Village Council of the Village of Estero, Florida, Approving the Waiver of Competitive Solicitation for CEI Services Through Calendar Year 2024; Making Related Findings; Providing for Severa",,,"Resolution No. 2024-01 Waiver of Competition A Resolution of the Village Council of the Village of Estero, Florida, Approving the Waiver of Competitive Solicitation for CEI Services Through Calendar Year 2024; Making Related Findings; Providing for Severa. Action: Adopted Resolution No. 2024-01",Adopted Resolution No. 2024-01,,Detected,
125,22,1,Vote,,,APPROVAL OF AGENDA,,,APPROVAL OF AGENDA. Action: Approved the agenda,Approved the agenda,,Detected,
126,22,2,Consent Agenda,,,"Approval of Minutes (1) January 13, 2016 Zoning Hearing (2) January 13, 2016 Special Meeting (3) January 20, 2016 Zoning Hearing- Continuation of Deliberations (4) January 20, 2016 Regular Meeting (5) January 20, 2016 Workshop Councilmember Ribble request",,,"Approval of Minutes (1) January 13, 2016 Zoning Hearing (2) January 13, 2016 Special Meeting (3) January 20, 2016 Zoning Hearing- Continuation of Deliberations (4) January 20, 2016 Regular Meeting (5) January 20, 2016 Workshop Councilmember Ribble request. Action: Approved the Consent Agenda, revising minutes as necessary","Approved the Consent Agenda, revising minutes as necessary",,Detected,
127,22,3,Vote,2016-01,,RFQ 2016-01 Village Comprehensive Plan,,,RFQ 2016-01 Village Comprehensive Plan. Action: Authorized staff to distribute RFQ 2016-01,Authorized staff to distribute RFQ 2016-01,,Detected,
128,22,4,Vote,ff,,RFP 2016-01 Village Traffic Study,,,RFP 2016-01 Village Traffic Study. Action: Authorized staff to distribute RFP 2016-01,Authorized staff to distribute RFP 2016-01,,Detected,
129,22,5,Vote,ff,,"RFP 2016-02 Council Chambers Audio, Video and Sound System",,,"RFP 2016-02 Council Chambers Audio, Video and Sound System. Action: Authorized staff to distribute RFP 2016-02",Authorized staff to distribute RFP 2016-02,,Detected,
130,22,6,Unknown,,,Appoint Robert King as Village CAC Representative to MPO,,,Appoint Robert King as Village CAC Representative to MPO. Action: Appointed Robert King as Village CAC Representative to MPO,Appointed Robert King as Village CAC Representative to MPO,,,
131,22,7,Unknown,,Jeffrey Mass dated January 12,Planning and Zoning Board Vacancy,,,"Planning and Zoning Board Vacancy. Action: Accepted the letter of resignation from Jeffrey Mass dated January 12, 2016 and directed the Village Clerk to advertise the vacancy and solicit applications","Accepted the letter of resignation from Jeffrey Mass dated January 12, 2016 and directed the Village Clerk to advertise the vacancy and solicit applications",,,
132,22,8,Resolution,,,Adopted Resolution 2016-05 as amended,,,Adopted Resolution 2016-05 as amended,Adopted Resolution 2016-05 as amended,,Detected,
133,22,9,Vote,,Kevin Ruane,"Letter from Kevin Ruane, Mayor, City of Sanibel and Request for Support Regarding Water Storage Options Mayor Batos provided an explanation regarding the letter from Mayor Kevin Ruane requesting support of a letter regarding water storage options. He note",,,"Letter from Kevin Ruane, Mayor, City of Sanibel and Request for Support Regarding Water Storage Options Mayor Batos provided an explanation regarding the letter from Mayor Kevin Ruane requesting support of a letter regarding water storage options. He note. Action: Authorized the Mayor to sign the letter and approved and endorsed the white paper entitled ""Caloosahatchee Watershed Regional Water Management Issues.""","Authorized the Mayor to sign the letter and approved and endorsed the white paper entitled ""Caloosahatchee Watershed Regional Water Management Issues.""",,Detected,
134,22,10,Resolution,2016-04,,Resolution No. 2016-04 Authorizing the Waiving of Competitive Bidding Procedures; Authorizing the,,,Resolution No. 2016-04 Authorizing the Waiving of Competitive Bidding Procedures; Authorizing the. Action: Adopted Resolution No. 2016-04,Adopted Resolution No. 2016-04,,Detected,
135,23,1,Vote,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved the agenda",Approved the agenda,,Detected,
136,23,2,Vote,,,"Approval of February 1, 2017 Council Meeting Minutes Councilmember Wilson addressed concern regarding the roll call of the February 1, 2017 meeting indicating Councilmember Brown on an excused absence. Discussion followed regarding approval of excused abs",,,"Approval of February 1, 2017 Council Meeting Minutes Councilmember Wilson addressed concern regarding the roll call of the February 1, 2017 meeting indicating Councilmember Brown on an excused absence. Discussion followed regarding approval of excused abs. Action: Motion failed",Motion failed,,Detected,
137,23,3,Vote,,,"Approval of February 1, 2017 Council Meeting Minutes Councilmember Wilson addressed concern regarding the roll call of the February 1, 2017 meeting indicating Councilmember Brown on an excused absence. Discussion followed regarding approval of excused abs",,,"Approval of February 1, 2017 Council Meeting Minutes Councilmember Wilson addressed concern regarding the roll call of the February 1, 2017 meeting indicating Councilmember Brown on an excused absence. Discussion followed regarding approval of excused abs. Action: Approved the February 1, 2017 Council meeting minutes as presented","Approved the February 1, 2017 Council meeting minutes as presented",,Detected,
138,23,4,Unknown,2017-05,,"Resolution No. 2017-05 A Resolution of the Village Council of the Village of Estero, Florida, Supporting Lee County's Acquisition of Edison Farms Using Lee County's Conservation 20/20 Funds and Other Available Funding Sources; Appointing Councilmember Jim",,,"Resolution No. 2017-05 A Resolution of the Village Council of the Village of Estero, Florida, Supporting Lee County's Acquisition of Edison Farms Using Lee County's Conservation 20/20 Funds and Other Available Funding Sources; Appointing Councilmember Jim. Action: The ""Whereas"" clause appointing a liaison will have no name in it and the clause will indicate that the Council will appoint a liaison for the project","The ""Whereas"" clause appointing a liaison will have no name in it and the clause will indicate that the Council will appoint a liaison for the project",,,
139,23,5,Resolution,2017-05,,"Adopted Resolution No. 2017-05 as amended: the third ""Whereas"" to read ""Whereas, the Villa",,,"Adopted Resolution No. 2017-05 as amended: the third ""Whereas"" to read ""Whereas, the Village Council of the Village of Estero supports Lee County in its efforts to acquire Edison Farms for preservation purposes in perpetuity"" and the fourth ""Whereas"" to read ""Whereas, the Village Council will appoint a Councilmember to act as liaison for the project.""","Adopted Resolution No. 2017-05 as amended: the third ""Whereas"" to read ""Whereas, the Village Council of the Village of Estero supports Lee County in its efforts to acquire Edison Farms for preservation purposes in perpetuity"" and the fourth ""Whereas"" to read ""Whereas, the Village Council will appoint a Councilmember to act as liaison for the project.""",,Detected,
140,23,6,Unknown,,,Appointed Councilmember Jim Boesch as liaison for the project,,,Appointed Councilmember Jim Boesch as liaison for the project,Appointed Councilmember Jim Boesch as liaison for the project,,,
141,23,7,Resolution,2017-06,,Adopted Resolution No. 2017-06 supporting the Village ofEstero membership in the Charlotte,,,"Adopted Resolution No. 2017-06 supporting the Village ofEstero membership in the Charlotte Harbor National Estuary Program for a three year period, to be reauthorized annually, with an annual membership fee of $5,000, and appointing Councilmember Katy Errington as liaison; amended Section 4 of the resolution, changed Village Manager to Mayor, and added the word ""fiscal"" in the last sentence of Section 1 of the funding agreement: ""The Council may extend this Agreement for two additional fiscal years ... ""","Adopted Resolution No. 2017-06 supporting the Village ofEstero membership in the Charlotte Harbor National Estuary Program for a three year period, to be reauthorized annually, with an annual membership fee of $5,000, and appointing Councilmember Katy Errington as liaison; amended Section 4 of the resolution, changed Village Manager to Mayor, and added the word ""fiscal"" in the last sentence of Section 1 of the funding agreement: ""The Council may extend this Agreement for two additional fiscal years ... """,,Detected,
142,23,8,Vote,te,,Amendment to the Village of Estero Legislative Agenda,,,"Amendment to the Village of Estero Legislative Agenda. Action: Amended the recently approved Village Council Legislative Agenda to add support for State funding of $3,550,000 for a Visitor and Environmental Education Center at Lovers Key State Park","Amended the recently approved Village Council Legislative Agenda to add support for State funding of $3,550,000 for a Visitor and Environmental Education Center at Lovers Key State Park",,Detected,
143,23,9,Ordinance,2017-02,,Continued first reading of Ordinance No. 2017-02,,,Continued first reading of Ordinance No. 2017-02,Continued first reading of Ordinance No. 2017-02,,Detected,
144,24,1,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
145,24,2,Consent Agenda,,,"February 1, 2023, Council Meeting Minutes",,,"February 1, 2023, Council Meeting Minutes. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
146,24,3,Vote,2023-02,,"Resolution No. 2023-02 Authorizing the Demolition of a Village Owned Structure on 8801Corkscrew Road. A Resolution of the Village Council of the Village of Estero, Florida, Authorizing The Demolition of a Village Owned Structure; Making Related Findings; ",,,"Resolution No. 2023-02 Authorizing the Demolition of a Village Owned Structure on 8801Corkscrew Road. A Resolution of the Village Council of the Village of Estero, Florida, Authorizing The Demolition of a Village Owned Structure; Making Related Findings; . Action: Motion passed to authorize Village Manager to take the necessary actions to demolish the residential structure and convey salvaged elements to third parties in the Village's best interests",Motion passed to authorize Village Manager to take the necessary actions to demolish the residential structure and convey salvaged elements to third parties in the Village's best interests,,Detected,
147,24,4,Contract Approval,te,,DR-4673 Hurricane Ian Funding Agreement,,,DR-4673 Hurricane Ian Funding Agreement. Action: Motion passed to authorize Village Manager to execute the Federally Funded Subaward and Grant Agreement for Hurricane Ian between the Village and the State of Florida,Motion passed to authorize Village Manager to execute the Federally Funded Subaward and Grant Agreement for Hurricane Ian between the Village and the State of Florida,,Detected,
148,24,5,Contract Approval,2023-01,,Estero on the River Non-Native Plant Treatments,,,"Estero on the River Non-Native Plant Treatments. Action: Approved award of Request for Bids No. RFB 2023-01, Estero on the River Non-Native Invasive and Nuisance Plant Treatments to Milborne, LLC to provide the services as provided in the contract, at a grand total cost of $82,317.41, approve a contingency fund amount of $8,230 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved award of Request for Bids No. RFB 2023-01, Estero on the River Non-Native Invasive and Nuisance Plant Treatments to Milborne, LLC to provide the services as provided in the contract, at a grand total cost of $82,317.41, approve a contingency fund amount of $8,230 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,Detected,
149,24,6,Contract Approval,,Robert Pritt at the hourly rate listed in the Agreement,Agreement for Land Use and Code Enforcement Special Magistrate Services,,,"Agreement for Land Use and Code Enforcement Special Magistrate Services. Action: Approved agreement for Land Use and Code Enforcement Special Magistrate Services with Robert Pritt at the hourly rate listed in the Agreement. Grant the Village Manager the authority to renegotiate and execute the renewal of this Agreement on an annual basis, if doing so is in the best interest of the Village of Estero, authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved agreement for Land Use and Code Enforcement Special Magistrate Services with Robert Pritt at the hourly rate listed in the Agreement. Grant the Village Manager the authority to renegotiate and execute the renewal of this Agreement on an annual basis, if doing so is in the best interest of the Village of Estero, authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,Detected,
150,24,7,Ordinance,2023-02,,"First reading of Ordinance No. 2023-02, amending Land Development Code to establish standards for elevated single-family homes. An Ordinance of the Village Council of the Village of Estero, Florida, Creating § 5-15 of the Village Land Development Code to ",,,"First reading of Ordinance No. 2023-02, amending Land Development Code to establish standards for elevated single-family homes. An Ordinance of the Village Council of the Village of Estero, Florida, Creating § 5-15 of the Village Land Development Code to . Action: Passed first reading of Ordinance No. 2023-02 and set second reading for March 1, 2023","Passed first reading of Ordinance No. 2023-02 and set second reading for March 1, 2023",,Detected,
151,24,8,Ordinance,2023-01,,"Second Reading of International Design Center Zoning Ordinance No. 2023-01 and Resolution No. 2023-01 (12th Amendment to Development of Regional Impact Development Order) Ordinance No. 2023-01 An Ordinance of the Village Council of the Village of Estero, ",,,"Second Reading of International Design Center Zoning Ordinance No. 2023-01 and Resolution No. 2023-01 (12th Amendment to Development of Regional Impact Development Order) Ordinance No. 2023-01 An Ordinance of the Village Council of the Village of Estero, . Action: Approved Zoning Ordinance 2023-01",Approved Zoning Ordinance 2023-01,,Detected,
152,24,9,Resolution,,,Approved Resolution 2023-01 (12th Amendment to Development of Regional Impact Development ,,,Approved Resolution 2023-01 (12th Amendment to Development of Regional Impact Development Order),Approved Resolution 2023-01 (12th Amendment to Development of Regional Impact Development Order),,Detected,
153,25,1,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
154,25,2,Consent Agenda,,,Financial Report for Month ended December 2021,,,Financial Report for Month ended December 2021. Action: Approved the Consent Agenda,Approved the Consent Agenda,,Detected,
155,25,3,Contract Approval,,,FY 2021-2022 Interlocal Agreement between Village of Estero and Lee County for Stray Animal Control Services,,,FY 2021-2022 Interlocal Agreement between Village of Estero and Lee County for Stray Animal Control Services. Action: Approved the 2021-2022 Interlocal Agreement between Village of Estero and Lee County for Stray Animal Control Services,Approved the 2021-2022 Interlocal Agreement between Village of Estero and Lee County for Stray Animal Control Services,,Detected,
156,26,1,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
157,26,2,Consent Agenda,,,Financial Report for Month ended December 2024,,,Financial Report for Month ended December 2024. Action: Approved consent agenda,Approved consent agenda,,Detected,
158,26,3,Resolution,2025-02,,"Resolution No. 2025-02 authorizing exercise of eminent domain to obtain easement Easement A Resolution of the Village Council of the Village of Estero, Florida, Authorizing the Use of Eminent Domain for the Acquisition of an Easement to Facilitate the Cor",,,"Resolution No. 2025-02 authorizing exercise of eminent domain to obtain easement Easement A Resolution of the Village Council of the Village of Estero, Florida, Authorizing the Use of Eminent Domain for the Acquisition of an Easement to Facilitate the Cor. Action: Adopted Resolution No. 2025-02",Adopted Resolution No. 2025-02,,Detected,
159,26,4,Contract Approval,2020-01,,Williams Road and Atlantic Gulf Change Order 01,,,"Williams Road and Atlantic Gulf Change Order 01. Action: Approved award of Contract EC2020-01 STA02 Change Oder 01 to Kisinger Campo & Associates to provide additional professional services to secure right of way and provide additional permitting assistance for a not to exceed amount of $125,364 and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved award of Contract EC2020-01 STA02 Change Oder 01 to Kisinger Campo & Associates to provide additional professional services to secure right of way and provide additional permitting assistance for a not to exceed amount of $125,364 and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",,Detected,
