ProjectName,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2021-07-21,2021-07-21,2021,Accepted,707,6,Contract Approval,"Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintena","Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services for US 41 Median Landscaping as provided in the contract for a one-year period, at a rate of $260,854.20 per year. Authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and condition...","Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services for US 41 Median Landscaping as provided in the contract for a one-year period, at a rate of $260,854.20 per year. Authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, which would include adding Estero Parkway maintenance if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $52,170 (20% contingency) to cover unforeseen circumstances which may occur. This will include repairs of the irrigation system and replacement of plant material, as needed, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services for US 41 Median Landscaping as provided in the contract for a one-year period, at a rate of $260,854.20 per year. Authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, which would include adding Estero Parkway maintenance if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $52,170 (20% contingency) to cover unforeseen circumstances which may occur. This will include repairs of the irrigation system and replacement of plant material, as needed, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services for US 41 Median Landscaping as provided in the contract for a one-year period, at a rate of $260,854.20 per year. Authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, which would include adding Estero Parkway maintenance if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $52,170 (20% contingency) to cover unforeseen circumstances which may occur. This will include repairs of the irrigation system and replacement of plant material, as needed, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,,Detected,,2021-01,,Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,0.7,,07212021 Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/07212021%20Minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2022-01-05,2022-01-05,2022,Accepted,24,4,Contract Approval,Estero Parkway Landscape Maintenance Contract,"Estero Parkway Landscape Maintenance Contract. Action: Approved award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services Estero Parkway Landscaping as provided in the contract for a one-year period, at a rate of $358,276.00 per year. Authorized the Village Manager to renegotiate and execute the renewal of this contract for three add...","Approved award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services Estero Parkway Landscaping as provided in the contract for a one-year period, at a rate of $358,276.00 per year. Authorized the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $ 71,700 (20% contingency) to cover unforeseen circumstances which may occur. This will include repairs of the irrigation system and replacement of plant material, as needed, and authorized the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services Estero Parkway Landscaping as provided in the contract for a one-year period, at a rate of $358,276.00 per year. Authorized the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $ 71,700 (20% contingency) to cover unforeseen circumstances which may occur. This will include repairs of the irrigation system and replacement of plant material, as needed, and authorized the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services Estero Parkway Landscaping as provided in the contract for a one-year period, at a rate of $358,276.00 per year. Authorized the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $ 71,700 (20% contingency) to cover unforeseen circumstances which may occur. This will include repairs of the irrigation system and replacement of plant material, as needed, and authorized the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,,Detected,,2021-01,,Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,0.7,TD/CS,01052022 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01052022%20minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2023-04-19,2023-04-19,2023,Accepted,344,4,Contract Approval,Estero Parkway Phase 1 Reuse Main Design Contract EC 2023-38 STA 04,"Estero Parkway Phase 1 Reuse Main Design Contract EC 2023-38 STA 04. Action: Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents w...","Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",,,Detected,,2023-38,,Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,0.7,TD/CS,04192023  minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/04192023%20%20minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2023-05-03,2023-05-03,2023,Accepted,1449,4,Contract Approval,Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson,"Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",,,Detected,,2023-38,,Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,0.7,ON/KE,04192023 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/04192023%20minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2023-06-21,2023-06-21,2023,Accepted,585,6,Contract Approval,Estero Parkway Plant Replacements - EC 2021-04 Amendment 5,Estero Parkway Plant Replacements - EC 2021-04 Amendment 5. Action: Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council,,,Detected,,2021-04,,Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,0.7,TD/CS,06212023  minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/06212023%20%20minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2023-06-21,2023-06-21,2023,Accepted,1468,6,Contract Approval,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Par,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Est,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Est,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Est,Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Est,,,Detected,,2021-04,,Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,0.7,ON/CO,06212023 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/06212023%20minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2024-04-03,2024-04-03,2024,Accepted,278,9,Contract Approval,Estero Parkway Plant Replacement Contract,"Estero Parkway Plant Replacement Contract. Action: Approved EC 2021-04 Amendment-06 in the amount of $23,466 with P&T Lawn and Tractor to replace trees and shrubs along Estero Parkway and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council","Approved EC 2021-04 Amendment-06 in the amount of $23,466 with P&T Lawn and Tractor to replace trees and shrubs along Estero Parkway and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council","Approved EC 2021-04 Amendment-06 in the amount of $23,466 with P&T Lawn and Tractor to replace trees and shrubs along Estero Parkway and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council","Approved EC 2021-04 Amendment-06 in the amount of $23,466 with P&T Lawn and Tractor to replace trees and shrubs along Estero Parkway and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council",,,Detected,P&T Lawn and Tractor,2021-04,,Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,0.7,TD/CS,04032024 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/04032024%20minutes.pdf,AgendaItemLocation
Septic to Sewer; Williams Road Improvements; Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2025-10-15,2025-10-15,2025,Accepted,972,3,Vote,State Funding Requests - 2026 Fiscal Year,"State Funding Requests - 2026 Fiscal Year. Action: Approved Village Staff and the Villages Lobbyists to request state funding for the following projects and funding amounts Sunny Goves Utility Extension Project - $800,000 Estero SportsPark Reuse Water Main Extension and Storage Tank - $800,000 Estero Parkway Reuse Water Main Extension - $800,000 Williams Road and Atlantic Gulf Drive Improvements - $800,000","Approved Village Staff and the Villages Lobbyists to request state funding for the following projects and funding amounts Sunny Goves Utility Extension Project - $800,000 Estero SportsPark Reuse Water Main Extension and Storage Tank - $800,000 Estero Parkway Reuse Water Main Extension - $800,000 Williams Road and Atlantic Gulf Drive Improvements - $800,000","Approved Village Staff and the Villages Lobbyists to request state funding for the following projects and funding amounts Sunny Goves Utility Extension Project - $800,000 Estero SportsPark Reuse Water Main Extension and Storage Tank - $800,000 Estero Parkway Reuse Water Main Extension - $800,000 Williams Road and Atlantic Gulf Drive Improvements - $800,000","Approved Village Staff and the Villages Lobbyists to request state funding for the following projects and funding amounts Sunny Goves Utility Extension Project - $800,000 Estero SportsPark Reuse Water Main Extension and Storage Tank - $800,000 Estero Parkway Reuse Water Main Extension - $800,000 Williams Road and Atlantic Gulf Drive Improvements - $800,000",,,Detected,,te,,Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,0.7,TD/CS,10152025.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/10152025.pdf,AgendaItemLocation
Williams Road Improvements; Estero Parkway Improvements,Village Council,Public Hearing,Public Hearing,2015-04-17,2015-04-17,2015,Accepted,327,1,Resolution,"approved in Item 5(G); and that a revised Map ""B"" had been circulated on April 14, 2015. F","approved in Item 5(G); and that a revised Map ""B"" had been circulated on April 14, 2015. Following brief Council discussion as to whether it would be appropriate to include the revised map in today's action, Special Zoning Counsel Nancy Stroud provided a detailed explanation of the purpose, requirements and limitations of ""Zoning in Progress"". She also addressed concerns and misconceptions contained in letters from residents, developers and landowners. Vice-Mayor Levitan offered comments rega...","approved in Item 5(G); and that a revised Map ""B"" had been circulated on April 14, 2015. Following brief Council discussion as to whether it would be appropriate to include the revised map in today's action, Special Zoning Counsel Nancy Stroud provided a detailed explanation of the purpose, requirements and limitations of ""Zoning in Progress"". She also addressed concerns and misconceptions contained in letters from residents, developers and landowners. Vice-Mayor Levitan offered comments regarding the concept of mixed use centers (copy on file) and read into the record selected sections of the Estero Community Plan, including Objective 19.2 and Policy 19.2.1 (copy on file). The Mayor called for public input; and the following individuals came forward to comment: Attorney Steve Hartsell, of the Pavese Law Firm, representing Jeff Gray, Focus Development LLC Attorney Neale Montgomery, of the Pavese Law Firm, representing North Point LandQwest Managing Director, Adam Palmer, CCIM Local...","approved in Item 5(G); and that a revised Map ""B"" had been circulated on April 14, 2015. Following brief Council discussion as to whether it would be appropriate to include the revised map in today's action, Special Zoning Counsel Nancy Stroud provided a detailed explanation of the purpose, requirements and limitations of ""Zoning in Progress"". She also addressed concerns and misconceptions contained in letters from residents, developers and landowners. Vice-Mayor Levitan offered comments regarding the concept of mixed use centers (copy on file) and read into the record selected sections of the Estero Community Plan, including Objective 19.2 and Policy 19.2.1 (copy on file). The Mayor called for public input; and the following individuals came forward to comment: Attorney Steve Hartsell, of the Pavese Law Firm, representing Jeff Gray, Focus Development LLC Attorney Neale Montgomery, of the Pavese Law Firm, representing North Point LandQwest Managing Director, Adam Palmer, CCIM Local...","approved in Item 5(G); and that a revised Map ""B"" had been circulated on April 14, 2015. Following brief Council discussion as to whether it would be appropriate to include the revised map in today's action, Special Zoning Counsel Nancy Stroud provided a detailed explanation of the purpose, requirements and limitations of ""Zoning in Progress"". She also addressed concerns and misconceptions contained in letters from residents, developers and landowners. Vice-Mayor Levitan offered comments regarding the concept of mixed use centers (copy on file) and read into the record selected sections of the Estero Community Plan, including Objective 19.2 and Policy 19.2.1 (copy on file). The Mayor called for public input; and the following individuals came forward to comment: Attorney Steve Hartsell, of the Pavese Law Firm, representing Jeff Gray, Focus Development LLC Attorney Neale Montgomery, of the Pavese Law Firm, representing North Point LandQwest Managing Director, Adam Palmer, CCIM Local...",,,Detected,,2015-22,,Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,0.7,null,04172015 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/04172015%20minutes.pdf,AgendaItemLocation
(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Numbe,Village Council,Regular Meeting,Village Council,2019-04-24,2019-04-24,2019,Accepted,1275,6,Contract Approval,(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Numbe,"(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Number | - Coastal Engineering Consultants, Inc.; Number 2 - Taylor Engineering, Inc.; Number 3 - TKW Consulting Engineers, Inc.; and Number 4- GHD Inc. (2) Authorized staff to negotiate a contract with the Number | ranked firm, Coastal Engineering Consultants, Inc. to provide professional services to perform a sedimentation analysis of the Estero River","(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Number | - Coastal Engineering Consultants, Inc.; Number 2 - Taylor Engineering, Inc.; Number 3 - TKW Consulting Engineers, Inc.; and Number 4- GHD Inc. (2) Authorized staff to negotiate a contract with the Number | ranked firm, Coastal Engineering Consultants, Inc. to provide professional services to perform a sedimentation analysis of the Estero River","(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Number | - Coastal Engineering Consultants, Inc.; Number 2 - Taylor Engineering, Inc.; Number 3 - TKW Consulting Engineers, Inc.; and Number 4- GHD Inc. (2) Authorized staff to negotiate a contract with the Number | ranked firm, Coastal Engineering Consultants, Inc. to provide professional services to perform a sedimentation analysis of the Estero River","(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Number | - Coastal Engineering Consultants, Inc.; Number 2 - Taylor Engineering, Inc.; Number 3 - TKW Consulting Engineers, Inc.; and Number 4- GHD Inc. (2) Authorized staff to negotiate a contract with the Number | ranked firm, Coastal Engineering Consultants, Inc. to provide professional services to perform a sedimentation analysis of the Estero River",,,Detected,,ff,,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,0.7,null,2019-04-24 Council Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2019-04-24%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional,Village Council,Regular Meeting,Village Council,2016-07-06,2016-07-06,2016,Accepted,647,6,Resolution,Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional,Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional bullet points: Changing the name of the Koreshan State Park to Estero River/Koreshan Historic Site State Park; Exploring environmental research facilities and environmental restoration through the Florida Gulf Coast University Environmental Studies Group,Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional bullet points: Changing the name of the Koreshan State Park to Estero River/Koreshan Historic Site State Park; Exploring environmental research facilities and environmental restoration through the Florida Gulf Coast University Environmental Studies Group,Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional bullet points: Changing the name of the Koreshan State Park to Estero River/Koreshan Historic Site State Park; Exploring environmental research facilities and environmental restoration through the Florida Gulf Coast University Environmental Studies Group,Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional bullet points: Changing the name of the Koreshan State Park to Estero River/Koreshan Historic Site State Park; Exploring environmental research facilities and environmental restoration through the Florida Gulf Coast University Environmental Studies Group,,,Detected,,2016-17,,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,0.7,DR/GR,070616 Council Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/070616%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Budget / Capital Improvement,Village Council,Regular Meeting,Village Council,2020-07-08,2020-07-08,2020,Accepted,673,6,Budget,"Proposed Capital Improvement Program Review proposed Capital Improvement Program and move to second public hearing on July 22, 2020","Proposed Capital Improvement Program Review proposed Capital Improvement Program and move to second public hearing on July 22, 2020. Action: Approved to move to second public hearing on July 22, 2020 and remove the Estero River Preserve line item from 2020-21 CIP and instead moved to 2021-22 budget","Approved to move to second public hearing on July 22, 2020 and remove the Estero River Preserve line item from 2020-21 CIP and instead moved to 2021-22 budget","Approved to move to second public hearing on July 22, 2020 and remove the Estero River Preserve line item from 2020-21 CIP and instead moved to 2021-22 budget","Approved to move to second public hearing on July 22, 2020 and remove the Estero River Preserve line item from 2020-21 CIP and instead moved to 2021-22 budget",,,Detected,,from 2020-21,,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,0.7,TD/SS,07082020 Council Meeting Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/07082020%20Council%20Meeting%20Minutes.pdf,AgendaItemLocation
Corkscrew Road; Budget / Capital Improvement,Village Council,Regular Meeting,Village Council,2015-09-03,2015-09-03,2015,Cancelled,767,1,No Action,"approved by the ECCL members present at the August 28, 2015 meeting related to including a","approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village C...","approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village Center north of Corkscrew Road. Fire Chief Scott Vanderbrook invited the Council to view a live fire demonstration in the parking lot at 1:30 p.m. on September 15, 2015. He also noted that the Board would be holding a public hearing at 2:00 p.m. on the fire sprinkler ordinance. 10. COUNCIL COMMUNICATIONS AND FUTURE AGENDA ITEMS Councilmember Ribble reported that five offices have been located at The Brooks Executive Suites for Community Development Department temporary offices. Vice Mayor Levitan...","approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village Center north of Corkscrew Road. Fire Chief Scott Vanderbrook invited the Council to view a live fire demonstration in the parking lot at 1:30 p.m. on September 15, 2015. He also noted that the Board would be holding a public hearing at 2:00 p.m. on the fire sprinkler ordinance. 10. COUNCIL COMMUNICATIONS AND FUTURE AGENDA ITEMS Councilmember Ribble reported that five offices have been located at The Brooks Executive Suites for Community Development Department temporary offices. Vice Mayor Levitan...","approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village Center north of Corkscrew Road. Fire Chief Scott Vanderbrook invited the Council to view a live fire demonstration in the parking lot at 1:30 p.m. on September 15, 2015. He also noted that the Board would be holding a public hearing at 2:00 p.m. on the fire sprinkler ordinance. 10. COUNCIL COMMUNICATIONS AND FUTURE AGENDA ITEMS Councilmember Ribble reported that five offices have been located at The Brooks Executive Suites for Community Development Department temporary offices. Vice Mayor Levitan...",,,Unanimous,Corkscrew Road going north. He also announced that on Saturday,CL,,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,0.7,DR/GR,090315 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/090315%20Regular%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Corkscrew Road; Comprehensive Plan; Comprehensive Plan / Land Development Code,Village Council,Regular Meeting,Village Council,2022-03-16,2022-03-16,2022,Accepted,227,3,Vote,Village-initiated rezoning and Comprehensive Plan Amendment,"Village-initiated rezoning and Comprehensive Plan Amendment. Action: Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road","Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road","Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road","Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road",,,Detected,,,,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,0.7,TD/CS,03162022 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/03162022%20minutes.pdf,AgendaItemLocation
Estero River Sediment Analysis EC 2019-36 Change Order #1,Village Council,Regular Meeting,Village Council,2023-01-04,2023-01-04,2023,Accepted,19,4,Contract Approval,Estero River Sediment Analysis EC 2019-36 Change Order #1,"Estero River Sediment Analysis EC 2019-36 Change Order #1. Action: Approved Change Order #1 to Contract EC 2019-36 in the amount of $46,980 with Coastal Engineering Consultants, Inc. for additional work required to address environmental permit application questions from the Florida Department of Environmental Protection for the proposed dredging of sediments from the Estero River","Approved Change Order #1 to Contract EC 2019-36 in the amount of $46,980 with Coastal Engineering Consultants, Inc. for additional work required to address environmental permit application questions from the Florida Department of Environmental Protection for the proposed dredging of sediments from the Estero River","Approved Change Order #1 to Contract EC 2019-36 in the amount of $46,980 with Coastal Engineering Consultants, Inc. for additional work required to address environmental permit application questions from the Florida Department of Environmental Protection for the proposed dredging of sediments from the Estero River","Approved Change Order #1 to Contract EC 2019-36 in the amount of $46,980 with Coastal Engineering Consultants, Inc. for additional work required to address environmental permit application questions from the Florida Department of Environmental Protection for the proposed dredging of sediments from the Estero River",,,Detected,Coastal Engineering Consultants,2019-36,,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,0.7,TD/CS,01042023 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01042023%20minutes.pdf,AgendaItemLocation
