ProjectName,MeetingType,MeetingDate,MeetingYear,Status,Finalized,InProgress,InProgressNote,ActionTaken,StartTime,StaffCode,Title,MinutesURL,DocDate,LocationName,Latitude,Longitude
BERT Rail Trail,Regular Council Meeting,2024-04-03,2024,Accepted,Yes,No,,"Approved EC 2023-38 STA -02 in the amount of $203,782 for Hagerty Consulting, Inc. to assist the Village of Estero in preparing and submitting CDBG -DR Infrastructure Grant applications, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved EC 2024-27 Chris -Tel Construction Piggyback Agreement for Construction Manager at Risk services and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary. | Approved EC 2024-28 Manhattan Construction Piggyback Agreement for Construction Manager at Risk services and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary. | Adopted Ordinance No. 2024-01. | Adopted Ordinance No. 2024-02. | Adopted Ordinance No. 2024-04.",9:30 AM,td/CS,Regular Council Meeting — 2024-04-03,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/04032024%20minutes.pdf,2024-04-03,BERT Rail Trail Corridor,26.4339,-81.8157
BERT Rail Trail,Regular Council Meeting,2024-03-20,2024,Accepted,Yes,No,,"Approved EC 2024-26 in the amount of $1,967,667 for Hellas Construction, Inc. to install artificial turf on The Jeff Sommer Stadium football field, approve a $197,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved the attached Professional Services agreement with Vieste, LLC. | P assed first reading of Ordinance No. 2024-01 and set second reading for March 20, 2024. | P assed first reading of Ordinance No. 2024-02 and set second reading for March 20, 2024. | P assed first reading of Ordinance No. 2024-04 and set second reading for March 20, 2024. | Adopted Ordinance No. 2024-03 subject to changing the word enforcement to compliance .",9:30 AM,td/CS,Regular Council Meeting — 2024-03-20,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/03202024%20minutes.pdf,2024-03-20,BERT Rail Trail Corridor,26.4339,-81.8157
PZ&DB General Meeting Records,PZDB Meeting,2024-03-12,2024,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2024-03-12,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/03122024%20PZDB%20Minutes.pdf,2024-03-12,Village of Estero Council Chambers,26.4361,-81.8062
Corkscrew Road Widening,Regular Council Meeting,2024-02-21,2024,Accepted,Yes,No,,"Approved schedule for Planning Zoning and Design Board appointments. Village | Adopted Resolution No. 2024-03. Vote : (Roll Call) Aye: | Approved EC 2024-06 STA - 02 in the amount of $47,200 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Sandy Lane Bike/Ped Improvements Project, approve a $4,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved EC 2024-06 STA -03 in the amount of $200,600 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the River Ranch Road Improvements Project, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved EC 2019-66 STA -42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on Village | Approved EC 2024-06 STA - 01 in the amount of $59,000 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Corkscrew Road Pathway Improvements Project, approve a $5,900 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero",9:30 AM,td/CS,Regular Council Meeting — 2024-02-21,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf,2024-02-21,Corkscrew Road Corridor,26.4386,-81.8084
BERT Rail Trail,Regular Council Meeting,2024-02-21,2024,Accepted,Yes,No,,"Approved a perpetual sidewalk easement agreement with GL Homes to obtain an easement for the path along the River Creek Community and pay GL Homes $104,994.23 after they build the path using asphalt as the material, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the sidewalk easement agreement and other additional implementing documents within the scope of the agreement on behalf of the Village of Estero | P assed first reading of Ordinance No. 2024-03 and set second reading for March 6, 2024. Vote : (Roll Call) Aye:",9:30 AM,td/CS,Regular Council Meeting — 2024-02-21,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf,2024-02-21,BERT Rail Trail Corridor,26.4339,-81.8157
PZ&DB General Meeting Records,PZDB Meeting,2024-02-13,2024,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2024-02-13,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/02132024%20PZDB%20Minutes.pdf,2024-02-13,Village of Estero Council Chambers,26.4361,-81.8062
BERT Rail Trail,Regular Council Meeting,2024-01-24,2024,Accepted,Yes,No,,"Approved Interlocal Agreement for Election Services with the Supervisor of Elections. Village | Approved EC 2024-10 in the amount of $151,440 for CW3 Engineering, Inc. to provide construction engineering and inspection services for the Estero on the River Phase 1 Improvements, approve a $15,000 contingency for additional services tha t may be required to complete the project and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved EC 2024-09 in the amount of $490,560.65 for HighSpans Engineering, Inc. to provide construction engineering and inspection services for the Sandy Lake Bike/Ped Improvements, approve a $49,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional i mplementing documents within the scope of the contract on behalf of the Village of Estero | Adopted Resolution No. 2024-02. Vote : (Roll Call) Aye: | Approved Agreement of Purchase and Sale Agreement for the purchase of 20897 Three Oaks Parkway. Vote : (Roll Call) Aye: | Approved Recreation Lease Agreement with the Lee County School Board . Vote : (Roll Call) Aye:",9:30 AM,td/CS,Regular Council Meeting — 2024-01-24,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01242024%20minutes.pdf,2024-01-24,BERT Rail Trail Corridor,26.4339,-81.8157
PZ&DB General Meeting Records,PZDB Meeting,2024-01-09,2024,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2024-01-09,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/01092024%20PZDB%20Minutes.pdf,2024-01-09,Village of Estero Council Chambers,26.4361,-81.8062
Septic to Sewer Conversion,Regular Council Meeting,2024-01-03,2024,Accepted,Yes,No,,"Adopted the Village of Estero Information Security Policy. Village | Accepted a payment of $30,000 from ProEnergy, LLC, in compromise of the Village's code enforcement lien on the owner's property at 8800 Corkscrew Road, and to authorize the Village Manager or his designee to file a release of lien once the payment has been made. Vote : (Roll Call) Aye: | Approved Contract EC 2024-07 with Johnson Engineering, Inc. to prepare the Village Wide Traffic Study for $249,480, approve a $25,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved contract EC 2024-06 with Florida Acquisition Services to provide right -of-way acquisition services to the Village of Estero and authorize the Village Manager to sign the contract and other implementing documents within the scope of the contract on behalf of the Village of Estero | Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cost) project contingency of $9,400, and authorize the Village Manager to Village",9:30 AM,td/CS,Regular Council Meeting — 2024-01-03,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01032024%20minutes.pdf,2024-01-03,Estero Bay Village Septic Area,26.4408,-81.8225
Corkscrew Road Widening,Regular Council Meeting,2024-01-03,2024,Accepted,Yes,No,,"Adopted the Village of Estero Information Security Policy. Village | Accepted a payment of $30,000 from ProEnergy, LLC, in compromise of the Village's code enforcement lien on the owner's property at 8800 Corkscrew Road, and to authorize the Village Manager or his designee to file a release of lien once the payment has been made. Vote : (Roll Call) Aye: | Approved Contract EC 2024-07 with Johnson Engineering, Inc. to prepare the Village Wide Traffic Study for $249,480, approve a $25,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved contract EC 2024-06 with Florida Acquisition Services to provide right -of-way acquisition services to the Village of Estero and authorize the Village Manager to sign the contract and other implementing documents within the scope of the contract on behalf of the Village of Estero | Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cost) project contingency of $9,400, and authorize the Village Manager to Village",9:30 AM,td/CS,Regular Council Meeting — 2024-01-03,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01032024%20minutes.pdf,2024-01-03,Corkscrew Road Corridor,26.4386,-81.8084
BERT Rail Trail,Regular Council Meeting,2023-12-13,2023,Accepted,Yes,No,,"Affirm ed the decision of the Planning Zoning & Design Board to issue the development order , including the conditions that have been set fo rth therein.",9:30 AM,td/CS,Regular Council Meeting — 2023-12-13,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/12132023%20minutes.pdf,2023-12-13,BERT Rail Trail Corridor,26.4339,-81.8157
PZ&DB General Meeting Records,PZDB Meeting,2023-12-12,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-12-12,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/12122023%20PZDB%20Minutes.pdf,2023-12-12,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2023-11-14,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-11-14,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/11142023%20PZDB%20Minutes.pdf,2023-11-14,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2023-10-10,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-10-10,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/10102023%20PZDB%20Minutes.pdf,2023-10-10,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2023-09-12,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-09-12,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/09122023%20PZDB%20Minutes.pdf,2023-09-12,Village of Estero Council Chambers,26.4361,-81.8062
BERT Rail Trail,Regular Council Meeting,2023-09-07,2023,Accepted,Yes,No,,"Approved Resolution 2023-20 waiving the provision of SECTION 5, NUMBER 2 .",9:30 AM,td/CS,Regular Council Meeting — 2023-09-07,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/09072023%20minutes.pdf,2023-09-07,BERT Rail Trail Corridor,26.4339,-81.8157
PZ&DB General Meeting Records,PZDB Meeting,2023-08-22,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-08-22,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/08222023%20PZDB%20Minutes.pdf,2023-08-22,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2023-08-08,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-08-08,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/08082023%20%20%20PZDB%20Minutes.pdf,2023-08-08,Village of Estero Council Chambers,26.4361,-81.8062
Septic to Sewer Conversion,Regular Council Meeting,2023-07-26,2023,Accepted,Yes,No,,"Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agre ement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads. | Approved a Sovereignty Submerged Lands easement with the Florida Department of Environmental Protection for the Sunny Groves force main and authorize the Village Mayor to sign the easement and any other associated documents on behalf of the Village.",9:30 AM,td/CS,Regular Council Meeting — 2023-07-26,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/07262023%20minutes.pdf,2023-07-26,Estero Bay Village Septic Area,26.4408,-81.8225
PZ&DB General Meeting Records,PZDB Meeting,2023-07-25,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-07-25,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07252023%20PZDB%20Minutes.pdf,2023-07-25,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2023-07-11,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-07-11,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07112023%20%20%20%20PZDB%20Minutes.pdf,2023-07-11,Village of Estero Council Chambers,26.4361,-81.8062
BERT Rail Trail,Regular Council Meeting,2023-07-05,2023,Accepted,Yes,No,,"Adopted Resoluti on No. 2023-12. | Approved award of Suppleme ntal Task Authorization 06 to Contract EC 2022-38 to Johnson Engineering to provide water monitoring services for The Village of Estero for $146,340, approve a $14,600 contingency for additional services that may be required to complete the project and authorize the Village Manager to sign the STA and other additional impleme nting documents within the scope of the STA on behalf of the Village of Estero | App roved of RFB 2023-07, Sandy Lane Path Prefabricated Bridge to Contech Engine ered Solutions, LLC to provide the bridge as provided in the contract, at a grand total cost of $239,500, approve a contingency fund amount of $23,950 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero | Approved the STA 1 to Contract 2022-32 with Tetra Tech, Inc. for the preparation of an engineering assessment of the existing roads and sidewalks maintained by the Village of Estero for $256,060, approve a $25,600 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents wi thin the scope of the STA on behalf of the Village of Estero | Approv ed the Seminole Gulf Railway license agreement and approve payment of $55,233.34 to Seminole Gulf Railway to secure the license agreement and authorize the Village Manager to execute the agreement on behalf of the Vi llage | Adopted Resolution No. 2023-14.",9:30 AM,td/CS,Regular Council Meeting — 2023-07-05,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/07052023%20%20minutes.pdf,2023-07-05,BERT Rail Trail Corridor,26.4339,-81.8157
Corkscrew Road Widening,Regular Council Meeting,2023-06-21,2023,Accepted,Yes,No,,"Approved STA 02 to Contract EC 2022-29 with Weston & Sampson to design and permit the extension of utilities to Cypress Park Circle for $311,650, approve a $31,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Village | Approved award of Request for Bi ds No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of t he total project cost) to cover unforeseen circumstances which may occur , and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero | Approved award Contract EC 2021-04 Amendment 5 to replace p lant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of E stero | Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing docume nts within the scope of the contr act amendment on behalf of the Village of Estero | Approved the software as a service agreement (SaaS) for Munis ERP software between the Village of Estero and Tyler Technologies, Inc. and authorized the Vi llage Manager to execute the contract documents on behalf of the Village of Estero | Approved STA 01 to Contract EC 2022-33 with RWA Engineering to design and permit the Estero Entertainment District for $4 85,045, subject to the consultant's acceptance of a revised Exhibit ""C"" (Project Schedule) to meet the time constrain ts of the Village, to au thorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero",9:30 AM,td/CS,Regular Council Meeting — 2023-06-21,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,2023-06-21,Corkscrew Road Corridor,26.4386,-81.8084
BERT Rail Trail,Regular Council Meeting,2023-06-21,2023,Accepted,Yes,No,,Approved Village | Approved Supplemental | Passed First Reading of Ordinance 2023 -04 and set | M oved Capital Improvement Hearing and Resolution 2023-11 on to second,9:30 AM,td/CS,Regular Council Meeting — 2023-06-21,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,2023-06-21,BERT Rail Trail Corridor,26.4339,-81.8157
PZ&DB General Meeting Records,PZDB Meeting,2023-06-13,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-06-13,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/06132023%20%20%20PZDB%20Minutes.pdf,2023-06-13,Village of Estero Council Chambers,26.4361,-81.8062
BERT Rail Trail,Regular Council Meeting,2023-06-07,2023,Accepted,Yes,No,,Passed second reading of Ordinance No. 2023-05. Village,9:30 AM,td/CS,Regular Council Meeting — 2023-06-07,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06072023%20%20minutes.pdf,2023-06-07,BERT Rail Trail Corridor,26.4339,-81.8157
PZ&DB General Meeting Records,PZDB Meeting,2023-05-09,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-05-09,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/05092023%20%20%20PZDB%20Minutes.pdf,2023-05-09,Village of Estero Council Chambers,26.4361,-81.8062
BERT Rail Trail,Regular Council Meeting,2023-05-03,2023,Accepted,Yes,No,,"Adopted Resolution No. 2023-09. | Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Ma in Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional impleme nting documents within the scope of the STA on behalf of the Village of Estero | Approv ed the consultants ranking f or Williams Road Widening Preliminary Design and Engineering P roject as follows: Number 1 - Kisinger Campo & Associates; Number 2 - Village | Approv ed the revised Hagerty Consulting, Inc. contract and a uthorize the Village Manager to execute the contract document on behalf of the Village of Estero",9:30 AM,td/CS,Regular Council Meeting — 2023-05-03,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/05032023%20minutes.pdf,2023-05-03,BERT Rail Trail Corridor,26.4339,-81.8157
BERT Rail Trail,Regular Council Meeting,2023-04-19,2023,Accepted,Yes,No,,Adopted Resolution No. 2023-07. Village | Adopted Resolution No. 2023-08.,9:30 AM,td/CS,Regular Council Meeting — 2023-04-19,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/04192023%20%20minutes.pdf,2023-04-19,BERT Rail Trail Corridor,26.4339,-81.8157
PZ&DB General Meeting Records,PZDB Meeting,2023-04-11,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-04-11,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/04112023%20%20PZDB%20Minutes.pdf,2023-04-11,Village of Estero Council Chambers,26.4361,-81.8062
BERT Rail Trail,Regular Council Meeting,2023-03-15,2023,Accepted,No,No,,"A pprove s Supplemental Task Authorization (STA) -34 under contract EC 2019-06 to P & T Lawn and Tractor Service, Inc. to construct and install a monument sign on US 41 at a total cost of $69,968, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero | Approved Ordinance No. 2023 -02 the recommended changes made by the P lanning Zoning and Design Board. Village",9:30 AM,td/CS,Regular Council Meeting — 2023-03-15,,,BERT Rail Trail Corridor,26.4339,-81.8157
PZ&DB General Meeting Records,PZDB Meeting,2023-03-14,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-03-14,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/03142023%20%20PZDB%20Minutes.pdf,2023-03-14,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2023-02-21,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-02-21,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20%20PZDB%20Minutes.pdf,2023-02-21,Village of Estero Council Chambers,26.4361,-81.8062
BERT Rail Trail,Regular Council Meeting,2023-02-15,2023,Accepted,Yes,No,,"Passed first reading of Zoning Ordinance 2023-01 and set seco nd reading for February 15, 2023. Village",9:30 AM,td/CS,Regular Council Meeting — 2023-02-15,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/02152023%20minutes.pdf,2023-02-15,BERT Rail Trail Corridor,26.4339,-81.8157
BERT Rail Trail,Regular Council Meeting,2023-01-18,2023,Accepted,No,No,,"Approved Change Order #1 to Contract EC 2019-36 in t he amount of $46,980 with Coastal Engineering Consultants, Inc. for additional work required to address environmental permit application questions from the Florida Department of Environmental Protection for the propos ed dredging of sediments from the Estero River. | Accepted the Village's portion of the Opiod Settlement in the amount of $14,400.",9:30 AM,td/CS,Regular Council Meeting — 2023-01-18,,,BERT Rail Trail Corridor,26.4339,-81.8157
PZ&DB General Meeting Records,PZDB Meeting,2023-01-11,2023,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2023-01-11,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/01112023%20%20%20PZDB%20Minutes.pdf,2023-01-11,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2022-12-13,2022,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2022-12-13,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/12132022%20%20PZDB%20Minutes.pdf,2022-12-13,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2022-11-08,2022,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2022-11-08,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/11082022%20PZDB%20Minutes.pdf,2022-11-08,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2022-10-25,2022,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2022-10-25,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/10252022%20PZDB%20Minutes.pdf,2022-10-25,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2022-10-11,2022,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2022-10-11,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/10112022%20PZDB%20Minutes.pdf,2022-10-11,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2022-09-27,2022,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2022-09-27,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/09272022%20PZDB%20Minutes.pdf,2022-09-27,Village of Estero Council Chambers,26.4361,-81.8062
PZ&DB General Meeting Records,PZDB Meeting,2022-09-13,2022,Accepted,Yes,Yes,PZ&DB project and location mapping in EagleGIS is still in progress; individual development projects are not fully catalogued yet. Residents can still comment through Engage Estero or Village eComment.,,,,PZ&DB Meeting Minutes — 2022-09-13,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/09132022%20PZDB%20Minutes.pdf,2022-09-13,Village of Estero Council Chambers,26.4361,-81.8062
BERT Rail Trail,Regular Council Meeting,2022-09-08,2022,Accepted,Yes,No,,"Adopted Resolution No. 2022-21. | Adopted Resolution No. 2022-19. | P assed second reading of Ordinance No. 2022-05 with Map 2A-1 and ordinance shall take effect immediately upon adoption, for implementation for the next regular Village",9:30 AM,td/CS,Regular Council Meeting — 2022-09-08,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09082022%20minutes.pdf,2022-09-08,BERT Rail Trail Corridor,26.4339,-81.8157
