location_id,item_id,address_raw,address_normalized,latitude,longitude,parcel_id,geocode_confidence,created_at
189,1066,"Estero Bay Village, Estero, FL","Estero Bay Village, Estero, FL",26.4408,-81.8225,,0.9,
190,1066,"Cypress Bend, Estero, FL","Cypress Bend, Estero, FL",26.4469,-81.8116,,0.9,
191,1071,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.9,
192,1073,"20897 Three Oaks Parkway, Estero, FL","20897 Three Oaks Parkway, Estero, FL",26.436576930078,-81.784532881242,,1.0,
193,1080,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.9,
194,1081,"River Ranch Road from Williams Road to Corkscrew Road, Estero, FL","River Ranch Road from Williams Road to Corkscrew Road, Estero, FL",26.425785502152,-81.794620501714,,0.95,
195,1082,"US 41 from Williams Road to south of Estero Parkway, Estero, FL","US 41 from Williams Road to south of Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.95,
196,1083,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
197,1086,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
198,1110,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,
199,1111,"19980 Bella Terra Boulevard, Estero, FL","19980 Bella Terra Boulevard, Estero, FL",26.450582796918,-81.73115952021,,1.0,
200,1117,"19980 Bella Terra Boulevard, Estero, FL","19980 Bella Terra Boulevard, Estero, FL",26.450582796918,-81.73115952021,,1.0,
201,1120,"Williams Road & Atlantic Gulf Boulevard, Estero, FL","Williams Road & Atlantic Gulf Boulevard, Estero, FL",26.420304009887,-81.812656010414,,1.0,
202,1121,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.9,
203,1122,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL","Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,,0.9,
204,1126,"19980 Bella Terra Boulevard, Estero, FL","19980 Bella Terra Boulevard, Estero, FL",26.450582796918,-81.73115952021,,1.0,
205,1129,"Corkscrew Pines project site, Estero, FL","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,,1.0,
206,1135,"Estero Bay Village, Estero, FL","Estero Bay Village, Estero, FL",26.4408,-81.8225,,0.9,
207,1135,"Cypress Bend, Estero, FL","Cypress Bend, Estero, FL",26.4469,-81.8116,,0.9,
208,1137,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
209,1138,"8111 Broadway Avenue East, Estero, FL","8111 Broadway Avenue East, Estero, FL",26.44244610632,-81.809993666508,,1.0,
210,1148,"8111 Broadway Avenue East, Estero, FL","8111 Broadway Avenue East, Estero, FL",26.44244610632,-81.809993666508,,1.0,
211,1156,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
212,1157,"Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL","Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL",26.434889506286,-81.788651999919,,0.9,
213,1180,"Summercrest / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL","Summercrest / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,,1.0,
214,1186,"Summercrest / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL","Summercrest / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,,1.0,
215,1193,"Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL","Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL",26.434889506286,-81.788651999919,,0.9,
216,1194,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
217,1196,"Williams Road from US 41 to Via Coconut Point, Estero, FL","Williams Road from US 41 to Via Coconut Point, Estero, FL",26.420397237605,-81.80904475125,,0.95,
218,1202,"Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL","Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL",26.4390196,-81.8105466,,0.9,
219,1216,"River Oaks Preserve, Estero, FL","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,,1.0,
220,1234,"Williams Road & Atlantic Gulf Boulevard, Estero, FL","Williams Road & Atlantic Gulf Boulevard, Estero, FL",26.420304009887,-81.812656010414,,1.0,
221,1235,"Estero River near Old Estero and Koreshan State Park, Estero, FL","Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,
222,1243,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL","Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,,0.9,
223,1257,"Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL","Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL",26.4390196,-81.8105466,,0.9,
224,1262,"Shadow Wood Country Club Lifestyle Center, Estero, FL","Shadow Wood Country Club Lifestyle Center, Estero, FL",26.407365,-81.789795,,0.95,
225,1263,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,
226,1265,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,,0.95,
227,1266,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL","Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,1.0,
228,1271,"Mayfair Village site between Broadway Avenue East and Sandy Lane, Estero, FL","Mayfair Village site between Broadway Avenue East and Sandy Lane, Estero, FL",26.43890234243,-81.805657540358,,0.9,
229,1273,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL","Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,1.0,
230,1278,"River Oaks Preserve, Estero, FL","River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,,1.0,
231,1281,"Mayfair Village site between Broadway Avenue East and Sandy Lane, Estero, FL","Mayfair Village site between Broadway Avenue East and Sandy Lane, Estero, FL",26.43890234243,-81.805657540358,,0.9,
232,1286,"Cypress Bend, Estero, FL","Cypress Bend, Estero, FL",26.4469,-81.8116,,0.9,
233,1287,"Sunny Grove, Estero, FL","Sunny Grove, Estero, FL",26.4376,-81.8128,,0.9,
234,1290,"Pelican Sound Golf & River Club, Estero, FL","Pelican Sound Golf & River Club, Estero, FL",26.4360814,-81.8298334,,0.95,
235,1293,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL","Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,1.0,
236,1305,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,,0.95,
237,1317,"Williams Road & Atlantic Gulf Boulevard, Estero, FL","Williams Road & Atlantic Gulf Boulevard, Estero, FL",26.420304009887,-81.812656010414,,1.0,
238,1322,20248 Luettich Lane,"20248 Luettich Lane, Estero, FL",26.446807000994,-81.828129841866,,1.0,
239,1323,"Williams Road & Atlantic Gulf Boulevard, Estero, FL","Williams Road & Atlantic Gulf Boulevard, Estero, FL",26.420304009887,-81.812656010414,,1.0,
240,1335,"Sunny Grove, Estero, FL","Sunny Grove, Estero, FL",26.4376,-81.8128,,0.9,
241,1336,"Cypress Bend, Estero, FL","Cypress Bend, Estero, FL",26.4469,-81.8116,,0.9,
242,1342,"Sunny Grove, Estero, FL","Sunny Grove, Estero, FL",26.4376,-81.8128,,0.9,
243,1343,"Cypress Bend, Estero, FL","Cypress Bend, Estero, FL",26.4469,-81.8116,,0.9,
244,1344,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,,0.95,
245,1346,4741 Broadway Avenue,"4741 Broadway Avenue, Estero, FL",26.441434871611,-81.833425612111,,0.995,
246,1359,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.9,
247,1360,"Williams Road from US 41 to Via Coconut Point, Estero, FL","Williams Road from US 41 to Via Coconut Point, Estero, FL",26.420397237605,-81.80904475125,,0.95,
248,1377,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,,1.0,
249,1378,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.9,
250,1386,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.95,
